Mod:Item:MetaData, Localized Name
harvestcraft:tomatoItem, Помидор
harvestcraft:cottonItem, Хлопок
harvestcraft:pineappleItem, Ананас
harvestcraft:kiwiItem, Киви
harvestcraft:sesameseedsItem, Sesame Seeds
harvestcraft:curryleafItem, Curry Leaf
harvestcraft:cranberryItem, Клюква
harvestcraft:riceItem, Рис
harvestcraft:seaweedItem, Морская водоросль
harvestcraft:waterchestnutItem, Water Chestnut
harvestcraft:blackberryseedItem, Семя ежевики
harvestcraft:blueberryseedItem, Семя черники
harvestcraft:candleberryseedItem, Семя свечной ягоды
harvestcraft:raspberryseedItem, Семя малины
harvestcraft:strawberryseedItem, Семя клубники
harvestcraft:grapeseedItem, Семя винограда
harvestcraft:cactusfruitseedItem, Семя фруктового кактуса
harvestcraft:asparagusseedItem, Семя спаржи
harvestcraft:barleyseedItem, Семя ячменя
harvestcraft:oatsseedItem, Семя овса
harvestcraft:ryeseedItem, Семя ржи
harvestcraft:cornseedItem, Семя кукурузы
harvestcraft:bambooshootseedItem, Семя бамбукового побега
harvestcraft:cantaloupeseedItem, Семя канталупы
harvestcraft:cucumberseedItem, Семя огурца
harvestcraft:wintersquashseedItem, Семя зимней тыквы
harvestcraft:zucchiniseedItem, Семя цуккини
harvestcraft:beetseedItem, Семя свёклы
harvestcraft:onionseedItem, Семя луковицы
harvestcraft:parsnipseedItem, Семя пастернака
harvestcraft:peanutseedItem, Семя арахиса
harvestcraft:radishseedItem, Семя редиса
harvestcraft:rutabagaseedItem, Семя брюквы
harvestcraft:sweetpotatoseedItem, Семя сладкого картофеля
harvestcraft:turnipseedItem, Семя репы
harvestcraft:rhubarbseedItem, Семя ревеня
harvestcraft:celeryseedItem, Семя сельдерея
harvestcraft:garlicseedItem, Семя чеснока
harvestcraft:gingerseedItem, Семя имбиря
harvestcraft:spiceleafseedItem, Семя листа пряностей
harvestcraft:teaseedItem, Семя чая
harvestcraft:coffeeseedItem, Кофейное семя
harvestcraft:mustardseedItem, Семя горчицы
harvestcraft:broccoliseedItem, Семя брокколи
harvestcraft:cauliflowerseedItem, Семя цветной капусты
harvestcraft:leekseedItem, Семя лука-порея
harvestcraft:lettuceseedItem, Семя латука
harvestcraft:scallionseedItem, Семя лука-шалота
harvestcraft:artichokeseedItem, Семя артишока
harvestcraft:brusselsproutseedItem, Семя брюссельской капусты
harvestcraft:cabbageseedItem, Семя капусты
harvestcraft:spinachseedItem, Семя шпината
harvestcraft:whitemushroomseedItem, Спора белого гриба
harvestcraft:beanseedItem, Бобовое семя
harvestcraft:soybeanseedItem, Семя соевого боба
harvestcraft:bellpepperseedItem, Семя болгарского перца
harvestcraft:chilipepperseedItem, Семя перца чили
harvestcraft:eggplantseedItem, Семя баклажана
harvestcraft:okraseedItem, Семя окры
harvestcraft:peasseedItem, Семя гороха
harvestcraft:tomatoseedItem, Семя помидора
harvestcraft:cottonseedItem, Семя хлопка
harvestcraft:pineappleseedItem, Семя ананаса
harvestcraft:curryleafseedItem, Curry Leaf Seed
harvestcraft:sesameseedsseedItem, Sesame Seeds Seed
harvestcraft:kiwiseedItem, Семя киви
harvestcraft:cranberryseedItem, Семя клюквы
harvestcraft:riceseedItem, Семя риса
harvestcraft:seaweedseedItem, Семя морской водоросли
harvestcraft:waterchestnutseedItem, Water Chestnut Seed
harvestcraft:almondItem, Миндаль
harvestcraft:apricotItem, Абрикос
harvestcraft:avocadoItem, Авокадо
harvestcraft:bananaItem, Банан
harvestcraft:cashewItem, Кешью
harvestcraft:cherryItem, Вишня
harvestcraft:chestnutItem, Каштан
harvestcraft:cinnamonItem, Корица
harvestcraft:coconutItem, Кокос
harvestcraft:dateItem, Финик
harvestcraft:dragonfruitItem, Питайя
harvestcraft:durianItem, Дуриан
harvestcraft:figItem, Инжир
harvestcraft:grapefruitItem, Грейпфрут
harvestcraft:lemonItem, Лимон
harvestcraft:limeItem, Лайм
harvestcraft:maplesyrupItem, Кленовой сироп
harvestcraft:mangoItem, Манго
harvestcraft:nutmegItem, Мускатный орех
harvestcraft:oliveItem, Олива
harvestcraft:orangeItem, Апельсин
harvestcraft:papayaItem, Папайя
harvestcraft:peachItem, Персик
harvestcraft:pearItem, Груша
harvestcraft:pecanItem, Пекан
harvestcraft:peppercornItem, Перец
harvestcraft:persimmonItem, Хурма
harvestcraft:pistachioItem, Фисташка
harvestcraft:plumItem, Слива
harvestcraft:pomegranateItem, Гранат
harvestcraft:starfruitItem, Карамбола
harvestcraft:vanillabeanItem, Ванильный стручок
harvestcraft:walnutItem, Грецкий орех
harvestcraft:gooseberryItem, Gooseberry
harvestcraft:grilledasparagusItem, Жаренная спаржа
harvestcraft:bakedsweetpotatoItem, Печёный сладкий картофель
harvestcraft:teaItem, Чашка чая
harvestcraft:coffeeItem, Чашка кофе
harvestcraft:popcornItem, Попкорн
harvestcraft:grilledeggplantItem, Жаренный баклажан
harvestcraft:raisinsItem, Изюминки
harvestcraft:ricecakeItem, Рисовый торт
harvestcraft:toastedcoconutItem, Поджаренный кокос
harvestcraft:vanillaItem, Ваниль
harvestcraft:toastedsesameseedsItem, Toasted Sesame Seeds
harvestcraft:flourItem, Мука
harvestcraft:doughItem, Тесто
harvestcraft:toastItem, Тост
harvestcraft:pastaItem, Макароны
harvestcraft:heavycreamItem, Жирные сливки
harvestcraft:butterItem, Масло
harvestcraft:cheeseItem, Сыр
harvestcraft:icecreamItem, Мороженое 
harvestcraft:grilledcheeseItem, Жаренный сыр
harvestcraft:applejuiceItem, Яблочный сок
harvestcraft:applesauceItem, Яблочное пюре
harvestcraft:applepieItem, Яблочный пирог
harvestcraft:caramelappleItem, Яблоко в карамели
harvestcraft:pumpkinbreadItem, Тыквенный хлеб
harvestcraft:roastedpumpkinseedsItem, Жаренные тыквенные семена
harvestcraft:pumpkinsoupItem, Тыквенный суп
harvestcraft:melonjuiceItem, Арбузный сок
harvestcraft:melonsmoothieItem, Арбузный смузи
harvestcraft:carrotjuiceItem, Морковный сок
harvestcraft:carrotcakeItem, Морковный торт
harvestcraft:carrotsoupItem, Морковный суп
harvestcraft:glazedcarrotsItem, Глазированная морковь
harvestcraft:butteredpotatoItem, Картофель с маслом
harvestcraft:loadedbakedpotatoItem, Печёный картофель с мясом и сыром
harvestcraft:mashedpotatoesItem, Картофельное пюре
harvestcraft:potatosaladItem, Картофельный салат
harvestcraft:potatosoupItem, Картофельный суп
harvestcraft:friesItem, Картофель фри
harvestcraft:grilledmushroomItem, Жаренный гриб
harvestcraft:stuffedmushroomItem, Фаршированные грибы
harvestcraft:chickensandwichItem, Куриный сэндвич
harvestcraft:chickennoodlesoupItem, Куриный суп с лапшой
harvestcraft:chickenpotpieItem, Куриный пирог в горшочке
harvestcraft:breadedporkchopItem, Панированная свиная отбивная
harvestcraft:hotdogItem, Хот-дог
harvestcraft:bakedhamItem, Запечённая ветчина
harvestcraft:hamburgerItem, Гамбургер
harvestcraft:cheeseburgerItem, Чизбургер
harvestcraft:baconcheeseburgerItem, Чизбургер с беконом
harvestcraft:potroastItem, Тушёное мясо
harvestcraft:fishsandwichItem, Сэндвич с рыбой
harvestcraft:fishsticksItem, Рыбные палочки
harvestcraft:fishandchipsItem, Рыба и картофель фри
harvestcraft:mayoItem, Майонез
harvestcraft:friedeggItem, Жареное яйцо
harvestcraft:scrambledeggItem, Яичница-болтунья
harvestcraft:boiledeggItem, Варёное яйцо
harvestcraft:eggsaladItem, Яичный салат
harvestcraft:caramelItem, Карамель
harvestcraft:taffyItem, Ириска
harvestcraft:spidereyesoupItem, Суп с глазом паука
harvestcraft:zombiejerkyItem, Вяленое мясо зомби
harvestcraft:cocoapowderItem, Какао-порошок
harvestcraft:chocolatebarItem, Плитка шоколада
harvestcraft:hotchocolateItem, Горячий шоколад
harvestcraft:chocolateicecreamItem, Шоколадное мороженое
harvestcraft:vegetablesoupItem, Овощной суп
harvestcraft:stockItem, Бульон
harvestcraft:fruitsaladItem, Фруктовый салат
harvestcraft:spagettiItem, Спагетти
harvestcraft:spagettiandmeatballsItem, Спагетти и фрикадельки
harvestcraft:tomatosoupItem, Томатный суп
harvestcraft:ketchupItem, Кетчуп
harvestcraft:chickenparmasanItem, Курица под пармезаном
harvestcraft:pizzaItem, Пицца
harvestcraft:springsaladItem, Весенний салат
harvestcraft:porklettucewrapItem, Свинина обёрнутая латуком
harvestcraft:fishlettucewrapItem, Рыба обёрнутая латуком
harvestcraft:bltItem, Сэндвич с беконом, латуком и помидором
harvestcraft:leafychickensandwichItem, Куриный сэндвич с латуком
harvestcraft:leafyfishsandwichItem, Рыбный сэндвич с латуком
harvestcraft:deluxecheeseburgerItem, Роскошный чизбургер
harvestcraft:delightedmealItem, Восхищающая еда
harvestcraft:onionsoupItem, Луковый суп
harvestcraft:potatocakesItem, Картофельные запеканки
harvestcraft:hashItem, Хаш
harvestcraft:braisedonionsItem, Тушёные луковицы
harvestcraft:heartybreakfastItem, Плотный завтрак
harvestcraft:cornonthecobItem, Кукуруза в початках
harvestcraft:cornmealItem, Кукурузная мука
harvestcraft:cornbreadItem, Кукурузный хлеб
harvestcraft:tortillaItem, Тортилья
harvestcraft:nachoesItem, Начос
harvestcraft:tacoItem, Тако
harvestcraft:fishtacoItem, Рыбный тако
harvestcraft:creamedcornItem, Кукурузное пюре
harvestcraft:strawberrysmoothieItem, Клубничный смузи
harvestcraft:strawberrypieItem, Клубничный пирог
harvestcraft:strawberrysaladItem, Клубничный салат
harvestcraft:strawberryjuiceItem, Клубничный сок
harvestcraft:chocolatestrawberryItem, Клубника в шоколаде
harvestcraft:peanutbutterItem, Арахисовое масло
harvestcraft:trailmixItem, Смесь сушёных фруктов и орехов
harvestcraft:pbandjItem, Сэндвич с арахисовым маслом и желе
harvestcraft:peanutbuttercookiesItem, Печенки в арахисовом масле
harvestcraft:grapejuiceItem, Виноградный сок
harvestcraft:vinegarItem, Уксус
harvestcraft:grapejellyItem, Виноградное желе
harvestcraft:grapesaladItem, Виноградный салат
harvestcraft:raisincookiesItem, Печенки с изюмом
harvestcraft:picklesItem, Солёные огурцы
harvestcraft:cucumbersaladItem, Салат из огурцов
harvestcraft:cucumbersoupItem, Суп из огурцов
harvestcraft:vegetarianlettucewrapItem, Овощи обёрнутые латуком
harvestcraft:marinatedcucumbersItem, Маринованные огурцы
harvestcraft:ricesoupItem, Рисовый суп
harvestcraft:friedriceItem, Жареный рис
harvestcraft:mushroomrisottoItem, Грибной ризотто
harvestcraft:curryItem, Японское карри
harvestcraft:rainbowcurryItem, Радужное карри
harvestcraft:refriedbeansItem, Пережареные бобы
harvestcraft:bakedbeansItem, Запечённые бобы
harvestcraft:beansandriceItem, Бобы с рисом
harvestcraft:chiliItem, Чили
harvestcraft:beanburritoItem, Буррито с бобами
harvestcraft:stuffedpepperItem, Фаршированный перец
harvestcraft:veggiestirfryItem, Овощной стир-фрай
harvestcraft:grilledskewersItem, Жаренный шампур
harvestcraft:supremepizzaItem, Пицца «Суприм»
harvestcraft:omeletItem, Омлет
harvestcraft:hotwingsItem, Горячее крылышко
harvestcraft:chilipoppersItem, Перчики чили
harvestcraft:extremechiliItem, Экстримальный чили
harvestcraft:chilichocolateItem, Шоколад чили
harvestcraft:lemonaideItem, Лимонад
harvestcraft:lemonbarItem, Плитка лимона
harvestcraft:fishdinnerItem, Рыбный ужин
harvestcraft:lemonsmoothieItem, Лимонный смузи
harvestcraft:lemonmeringueItem, Лимонная меренга
harvestcraft:candiedlemonItem, Засахаренный лимон
harvestcraft:lemonchickenItem, Курица с лимоном
harvestcraft:blueberrysmoothieItem, Черничный смузи
harvestcraft:blueberrypieItem, Черничный пирог
harvestcraft:blueberrymuffinItem, Черничный маффин
harvestcraft:blueberryjuiceItem, Черничный сок
harvestcraft:pancakesItem, Блины
harvestcraft:blueberrypancakesItem, Блины с черникой
harvestcraft:cherryjuiceItem, Вишнёвый сок
harvestcraft:cherrypieItem, Вишнёвый пирог
harvestcraft:chocolatecherryItem, Вишня в шоколаде
harvestcraft:cherrysmoothieItem, Вишнёвый смузи
harvestcraft:cheesecakeItem, Чизкейк
harvestcraft:cherrycheesecakeItem, Вишнёвый чизкейк
harvestcraft:stuffedeggplantItem, Фаршированные баклажаны
harvestcraft:eggplantparmItem, Пармиджано из баклажанов
harvestcraft:raspberryicedteaItem, Малиновый холодный чай
harvestcraft:chaiteaItem, Чай масала
harvestcraft:espressoItem, Эспрессо
harvestcraft:coffeeconlecheItem, Кофе с молоком
harvestcraft:mochaicecreamItem, Мокаччино с мороженым
harvestcraft:pickledbeetsItem, Маринованные свёклы
harvestcraft:beetsaladItem, Свекольный салат
harvestcraft:beetsoupItem, Свекольный суп
harvestcraft:bakedbeetsItem, Запечённые свёклы
harvestcraft:broccolimacItem, Макароны с брокколи
harvestcraft:broccolindipItem, Брокколи и соус
harvestcraft:creamedbroccolisoupItem, Суп с брокколи
harvestcraft:sweetpotatopieItem, Пирог из сладкого картофеля
harvestcraft:candiedsweetpotatoesItem, Засахаренные сладкие картофелины
harvestcraft:mashedsweetpotatoesItem, Пюре из сладких картофелин
harvestcraft:steamedpeasItem, Горох на пару
harvestcraft:splitpeasoupItem, Гороховый суп
harvestcraft:pineappleupsidedowncakeItem, Ананасовый перевёрнутый торт
harvestcraft:pineapplehamItem, Ветчина с ананасом
harvestcraft:pineappleyogurtItem, Ананасовый йогурт
harvestcraft:turnipsoupItem, Реповый суп
harvestcraft:roastedrootveggiemedleyItem, Жареное поппури из корней и овощей
harvestcraft:bakedturnipsItem, Запечённые репки
harvestcraft:gingerbreadItem, Имбирный хлеб
harvestcraft:gingersnapsItem, Имбирное печенье
harvestcraft:candiedgingerItem, Засахаренный имбирь
harvestcraft:mustardItem, Горчица
harvestcraft:softpretzelandmustardItem, Мягкий брецель и горчица
harvestcraft:spicymustardporkItem, Свинина в острой горчице
harvestcraft:spicygreensItem, Пряная зелень
harvestcraft:garlicbreadItem, Хлеб с чесноком
harvestcraft:garlicmashedpotatoesItem, Картофельное пюре с чесноком
harvestcraft:garlicchickenItem, Курица с чесноком
harvestcraft:summerradishsaladItem, Летний салат с редисом
harvestcraft:summersquashwithradishItem, Летняя тыква с редисом
harvestcraft:celeryandpeanutbutterItem, Сельдерей и арахисовое масло
harvestcraft:chickencelerycasseroleItem, Куриная запеканка с сельдереем
harvestcraft:peasandceleryItem, Горох и сельдерей
harvestcraft:celerysoupItem, Суп из сельдерея
harvestcraft:zucchinibreadItem, Хлеб из цуккини
harvestcraft:zucchinifriesItem, Цуккини фри
harvestcraft:zestyzucchiniItem, Пикантный цуккини
harvestcraft:zucchinibakeItem, Выпечка из цуккини
harvestcraft:asparagusquicheItem, Киш со спаржей
harvestcraft:asparagussoupItem, Суп со спаржей
harvestcraft:walnutraisinbreadItem, Хлеб с изюмом и грецкими орехами
harvestcraft:candiedwalnutsItem, Засахаренные грецкие орехи
harvestcraft:brownieItem, Брауни
harvestcraft:papayajuiceItem, Папаевый сок
harvestcraft:papayasmoothieItem, Папаевый смузи
harvestcraft:papayayogurtItem, Папаевый йогурт
harvestcraft:starfruitjuiceItem, Сок из карамболы
harvestcraft:starfruitsmoothieItem, Смузи из карамболы
harvestcraft:starfruityogurtItem, Йогурт из карамболы
harvestcraft:guacamoleItem, Гуакамоле
harvestcraft:creamofavocadosoupItem, Крем-суп из авокадо
harvestcraft:avocadoburritoItem, Буррито с авокадо
harvestcraft:poachedpearItem, Груша-пашот
harvestcraft:fruitcrumbleItem, Фруктовая крамбль
harvestcraft:pearyogurtItem, Грушевый йогурт
harvestcraft:plumyogurtItem, Сливовый йогурт
harvestcraft:bananasplitItem, Банановый сплит
harvestcraft:banananutbreadItem, Хлеб с бананом и орехами
harvestcraft:bananasmoothieItem, Банановый смузи
harvestcraft:bananayogurtItem, Банановый йогурт
harvestcraft:coconutmilkItem, Кокосовое молоко
harvestcraft:chickencurryItem, Куриное карри
harvestcraft:coconutshrimpItem, Креветки в кокосовом молоке
harvestcraft:coconutyogurtItem, Кокосовый йогурт
harvestcraft:orangejuiceItem, Апельсиновый сок
harvestcraft:orangechickenItem, Курица с апельсином
harvestcraft:orangesmoothieItem, Апельсиновый смузи
harvestcraft:orangeyogurtItem, Апельсиновый йогурт
harvestcraft:peachjuiceItem, Персиковый сок
harvestcraft:peachcobblerItem, Персиковый коблер
harvestcraft:peachsmoothieItem, Персиковый смузи
harvestcraft:peachyogurtItem, Персиковый йогурт
